公司名称,地区,地址,联系人,职务,电子邮件,电话号码,邮政编码,主营,,客户类别,所属新野,人数,注册资金,开业日期,传真
上海东辉经济发展公司,上海,上海市锦绣路２０８１号,万善正,,,68456297,201204,百货，其它食品，酒，零售烟，副食品，针纺织品，五金交电，普通机械，电器机械及器材，金属材料，木材，建筑材料，电子计算机及配件，仪器仪表，摄影，彩扩，饭菜（不含外送）熟食、干点、湿点的饮食服务。（涉及许,,国有经济,百货批发业,30,100,2002-8-7
上海长乐工贸公司,上海,上海市崂山东路１０号,李丹良,,,58875885,200120,塑料制品，服装，纸盒加工，小五金制造，教学设备组装，维修，五金交电，汽车配件，建筑材料，装潢材料，百货，针纺织品，日用杂货，一般劳防用品，零售烟酒，副食品，劳务，经济信息咨询，附设分支机构（涉及许可经,,国有经济,日用塑料杂品制造业,45,108,2002-5-31
上海国泰制冷设备有限公司,上海,上海市福建中路４９６号　,毛雅仙,,,63273329,200001,制冷设备（含修理），金属材料，电机，水暖器材，电工器材，通用零部件，化工原料（除危险品），音响设备，五金工具，橡塑制品（除专营）。,,私营经济,机械、电子设备批发业,65,100,2002-10-9
上海长江轮船公司,上海,上海市中山南路９３５号,方卫建,,,58351267,200011,长江中下游客货运输，国内沿海货物运输，江海直达货物运输业务，近洋国际货物运输业务，各项旅客服务，修造船，汽车货运，附设分支机构（以上经营范围涉及许可证经营的凭许可证经营）。经营方式：服务，运输，修理,,国有经济,内河、内湖运输业,4137,300,2002-2-1
上海大世界国际旅游公司,上海,上海市黄浦区武胜路４８５号,任虹,,,53852196,200001,旅游（一类，二类旅行业务），国际国内或香港，澳门，台湾地区航线的航空运输客运销售代理业务（有效期叁年），会务，展览服务，日用百货，服装，饮料，摄影，家用电器，旅游宣传品国内广告，烟，酒。（以上经营范围,,国有经济,旅行业,65,300,2002-5-23
上海市区县工业管理局建筑设计院,上海,上海市金山区干巷镇金张公路２５５０号２３８室,陆成发,,,57205926,201518,乙级建筑工程及装饰工程设计，附设分支机构（涉及许可经营的凭许可证经营）。经营方式：服务,,股份制经济,工程设计业,30,100,2002-6-24
上海丰华圆珠笔股份有限公司－分公司,上海,上海市黄浦区成都北路１１６弄４９号,张明忠,,,63274636,200003,园珠笔及笔芯，自来水笔，活动铅笔。经营方式：制造，加工,,股份有限公司,笔制造业,90,170,2002-4-5
上海国光口琴厂有限公司,上海,上海市浦东新区耀华支路３９弄１１号,周伟义,,,58454997,200126,口琴，口风琴，手风琴，风琴，吉它，竖笛，校音器，钢字，文教办公用品的生产和销售．,,有限责任公司,西乐器制造业,40,100,2002-10-28
上海爱建纳米科技发展有限公司,上海,上海张江路６２５号６０１－Ｂ室,刘顺新,,,52930106,201203,纳米技术，纳米材料及其产品，计算机技术，网络技术，仪器仪表的研究，开发，生产及自制产品的销售，网络系统集成，上述相关领域的“四技”服务。,,有限责任公司,技术推广和科技交流服务业,30,150,2002-5-10
上海东方建筑设计研究院,上海,上海市杨浦区四平路１１８８号１３层,李骏,,,65020845,200092,建筑工程设计（甲级），建筑装饰工程设计（甲级），工程总承包（甲级），建筑材料（以上经营范围涉及许可经营的凭许可证经营）。经营方式：服务，批兼零。,,集体经济,工程设计业,103,300,2002-1-9
上海世纪广场管理有限公司,上海,上海市浦东杨高南路５０５号２０３室,严旭,,,68540056,200135,市政工程管理，物业管理，绿化养护，艺术摄影，百货，五金交电，针纺织品，工艺美术品（除金银），其他食品（除烟酒）的销售。附设分支机构（涉及许可经营的凭许可证经营）。,,有限责任公司,市政工程管理业,46,300,2002-6-4
上海回力工贸联营公司,上海,上海市永安路３弄２１号,李慧权,,,65123184,200002,轮胎，橡胶制品。塑料制品，化工原料（不含危险品），橡胶专用设备，行业技术服务，建筑装潢材料，日用百货，五金，室内装潢业务（凭许可证经营）。经营方式：批兼零，代购，服务,,联营经济,汽车、摩托车零配件批发业,40,100,2002-4-12
上海工菱实业公司,上海,上海市浦东新区耀华路６２５号,俞志松,,,58743300,200126,家用电器，百货，建材，装潢材料，五金工具，针纺织品，蔬菜，汽枪修理，汽枪，铅弹，文具用品，体育用品的加工、制造，自营或代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外（涉及许,,股份制经济,五金、交电、化工零售业,80,120,2002-7-30
上海新东旅游用品厂,上海,上海市浦东新区海阳路６３１号,吴新,,,68536246,201204,"旅游帐蓬，睡袋．服装，手套．经营本企业自产产品及技术的出口业务和本企业所需的机械设备，零配件，原辅材料及技术的进口业务（但国家限定公司经营或禁止出口的商品及技术除外）经营方式：制造，加工	",,集体经济,其他纤维制品制造业,100,176,2002-10-29
上海三意自动化控制工程公司,上海,上海市黄浦区金陵东路３９６号７０３室,张福海,,,63554828,200021,电梯控制系统设备及大楼设备控制系统产品（含制造、安装、修理除专项），电子计算机及配件，建筑材料，电工器材，仪器仪表，通用零部件，消防器材，电子元器件，电梯配件。经营方式：批兼零，代购代销，服务。,,国有经济,机械、电子设备批发业,45,100,2002-4-22
上海广林新包装有限公司,上海,上海市董家渡路３７号,周可夫,,,63149496,200010,棕麻制品，塑料制品，包装材料，金属材料，装潢材料，五金配件，机电产品，电器维修，旧麻袋，旧塑料包装材料。,,有限责任公司,日用杂品批发业,80,150,2002-6-3
上海智晶经贸有限公司,上海,上海市云南南路２９３号,虞人侠,,,63201835,200021,金属材料，建筑材料，建筑五金，装潢材料，化工原料，钢模板出租，钢门窗加工，家用电器，五金交电，机电产品，普通机械，仪器仪表，电子元件，办公用品，文化用品，百货服装，建筑钢结构件出租，附设分支机构。（以,,有限责任公司,黑色金属材料批发业,124,437,2002-7-22
上海市新联塑料制品厂有限公司,上海,上海市河南南路８２４号３楼,王琴　,,,64381401,200011,日用百货，文化用品，塑料（饮料）吸管，塑料配件的销售；承接开制塑料模，机械加工，服装加工，热处理加工、塑料机械、服装机械、热处理领域的技术服务。（涉及许可经营的凭许可证经营）。,,私营经济,百货批发业,98,168,2002-9-6
上海老城隍庙食品有限公司,上海,上海市黄浦区豫园老路８０号,费慧林,,,63871722,200010,烟，酒，食品（不含熟食），茶具，生活用纸，日用百货，服装，工艺美术品（不含黄金制品），附设分支机构。（以上范围涉及许可经营的凭许可证经营）,,股份有限公司,糕点、糖果和饮料批发业,40,188,2002-6-11
上海君鼎科技投资有限公司,上海,上海市黄浦区国货路８号８楼,夏永胜,,,53077237,200011,在科技投资，商务服务，企业管理，贸易信息，人力资源，光电通讯，环保、生物技术等领域内的八技服务；仪器仪表，家用电器，计算机软、硬件开发、设计，附设分支机构。（涉及许可经营的凭许可证经营）。,,私营经济,其他类未包括的信息咨询服务业,50,200,2002-3-13
上海飞亚实业公司,上海,上海市保屯路２１３号,费贵荣,,,63124984,200011,百货，五金交电，文教用品，建材，装潢材料，机电产品，仪器仪表，劳务服务．百货，汽车配件，针棉织品，化工产品，涂料（上述范围危险品除外），玻璃。经营方式：批发，零售，代购代销。,,集体经济,百货批发业,30,300,2002-7-2
上海芝林服饰有限公司,上海,上海市黄浦区西藏南路７６５号２２０３－２２０４室,毛明华,,,63788022,200010,服装，百货，针纺织品，服装辅料，呢绒，皮革制品，五金交电。,,有限责任公司,服装批发业,60,100,2002-6-6
上海风动工具厂,上海,上海白渡路９０号,何建国,,,58415656,200124,矿山设备，风动工具，捆扎机制造。空压机。经营方式：产销,,国有经济,矿山设备制造业,158,281,2002-5-21
上海民防出租汽车服务总公司,上海,上海市康健路６５号１３０室,徐维成,,,64774310,200233,经营出租汽车业务，汽车配件，附设：分支机构（涉及许可经营的凭许可证经营）。经营方式，服务、零售、代销。,,国有经济,出租汽车业,200,180,2002-5-20
上海中迅电梯南市销售安装工程有限公司,上海,上海市陆家浜路４６８弄３０号２３０１室,徐仁梁,,,63082424,200011,电梯及配件，电梯保养，维修，装潢，安装，电梯改造，机电设备，附设分支机构,,私营经济,设备安装业,50,200,2002-4-22
上海豫园商城小商品有限公司,上海,上海市豫园新路１０号,吴仲庆,,,63264213,200010,百货，钟表眼镜及验光仪器配件，五金交电，鱼具系列，小商品，塑竹木制品，工艺品，文化体育用品。金属材料，护残健身用品，建材，装潢材料，汽配，保健品，劳防用品，筷子，手杖，瓶塞瓶盖，香烛锡泊，附设分支机构,,股份有限公司,百货零售业,160,150,2002-6-5
上海陶瓷总汇有限公司,上海,上海市黄浦区人民路７６号－１００号,周嘉华,,,63300591,200010,陶瓷玻璃制品，日用百货，日用杂品，五金交电，炊事机械，水暖配件，建筑装潢材料，木材，钢材及制品，工艺品（除黄金制品），化工原料及产品（除危险品），油脂，文化用品，附设分支机械（涉及许可经营的凭许可证经,,有限责任公司,日用杂品零售业,43,150,2002-4-3
上海豫园文化传播有限公司,上海,上海市松雪街７０号,费慧林,,,63200836,200010,承接各类广告设计制作，在本区发布室内外广告，代理国内外广告业务，文化演出，影视制作及播放，旅游纪念品和手工艺品的销售，摄影冲扩，装潢材料，文化用品，日用百货，食品（不含熟食），文化领域内的四技服务，（,,股份有限公司,广告业,30,120,2002-4-28
上海神狮劳动服务有限公司,上海,上海市陆家浜路８８号,于延安,,,63775595,200011,劳务服务，石油设备安装工程，金属材料，机电设备，化工产品（除危险品外），五金交电，百货，建材，汽车配件，润滑油，针纺织品，通讯设备，房产开发，经济信息咨询服务，附设分支机构。,,有限责任公司,设备安装业,108,300,2002-9-19
上海学林出版社,上海,上海市钦州南路８１号,曹维劲,,,64515005,200235,出版社会科学学术著作和有关辅导读物，编辑出版方面的图书，自费出版的学术著作和纪念性论文集。在本社编辑出版的书刊上承办国内书刊广告，本社书刊总发行．经营方式：编辑，出版，发行,,国有经济,出版,45,122,2002-4-24
上海皮革箱包厂,上海,上海市浦东新区耀华支路６号,崔益支,,,58801545,200126,人造革软箱，皮革制品，帆布包．经营本企业自产产品及相关的出口业务，经营本企业生产，科研所需的原辅材料，机械设备，仪器仪表，零配件及相关技术的进口业务，本企业的进料加工，“三来一补”。经营方式：制造，进,,国有经济,皮箱制造业,219,107,2002-4-22
上海鸿基装潢制冷工程有限公司,上海,上海市傅家街６５号３０８室Ｂ座,李善勤,,,,200010,建筑装潢制冷工程，土建，建筑装潢材料，机电，五金交电，附设分支机构。,,私营经济,设备安装业,40,150,2002-5-29
上海沪中冶金制品厂,上海,上海市吴中路４５弄７号,董荣富,,,64878588,200235,高频焊管产销，纵剪带钢，轧辊，五金杂品，改制线材加工，提供劳务。经营方式：产销，加工，服务,,集体经济,钢压延加工业,148,137,2002-7-10
上海汇泉实业有限公司,上海,上海市中山南一路２７０号,李德良,,,63134471,200010,经销纺织品及原辅料，无纺布，建筑材料，装潢材料，汽车配件，五金交电，鞋用材料，木材，金属材料，机械设备，百货，日用杂货。,,私营经济,纺织品批发业,100,200,2002-8-22
上海龙凤金银珠宝有限公司,上海,上海市淮海中路７４６－７５２号,徐仁义,,,53068551,200020,金银首饰，铂金首饰，钻石珠宝玉器，金银币章，收购旧珠宝玉器，金银饰品及镶嵌饰品的修理，黄金饰品以旧换新（涉及许可经营的凭许可证经营）。,,有限责任公司,工艺美术品批发业,38,100,2002-6-7
上海正章实业有限公司,上海,上海市淮海中路６００号,杨文解,,,53064556,200020,摄影，洗染，照相器材，洗涤设备及用品，美发美容设备及用品，日用百货，服装，针纺织品，工艺美术品（不含黄金），鞋帽文教用品，皮革及制品，日用化学品，炊事用具，通讯设备，汽车零部件，金属材料，化工原料及产,,有限责任公司,洗染业,644,300,2002-4-2
上海江南造船大酒店,上海,上海市瞿溪路１０６９号,韩恩忠,,,63040007,200023,住宿。道路旅客运输（跨省市），餐厅（中餐，点心），卡拉喔凯厅，咖啡厅，零售国产烟，零售酒，糖果，食品，日用百货，针纺织品，日用五金，水暖配件，日用化妆品，建筑材料，（涉及许可经营的凭许可证经营）。经营,,国有经济,旅馆业,60,147,2002-6-7
上海山友通信公司,上海,上海市长乐路４００号,郭巨康,,,62792920,200020,无线电发射，接受设备，通讯设备，电子计算机，电子产品，通信服务。五金交电，服装，建筑材料，金属材料，日用百货，电器机械及器材，电工器材，经济信息服务。附设分支机构（涉及许可经营的凭许可证）经营方式：批,,股份制经济,机械、电子设备批发业,99,105,2002-4-16
上海威士机械有限公司,上海,上海市卢湾区南塘浜路６８号３０９室,吕立毅,,,64953003,200023,服装机械，轻纺机械，锅炉，金属材料，仪器仪表，家用电器，文化办公机械的零售，批发（涉及许可经营的凭许可证经营）,,私营经济,机械、电子设备批发业,75,180,2002-5-22
上海开城物业管理有限公司,上海,上海市瑞金二路３９号,金守涌,,,53829698,200020,物业管理，代理经租，水电安装及维修，制冷空调设备的安装维修，建筑材料，建筑五金，交电，日用百货，日用杂品，陶瓷制品，水暖器材的销售，本物业二次供水设备清洗，收费停车场（涉及许可经营的凭许可证经营）,,有限责任公司,房地产管理业,50,100,2002-4-30
上海金石宾馆,上海,上海市柳州路６７０号,徐浩权,,,64840309,200233,住宿，饭，菜，湿点，小卖部（日用百货，日用化学品，生活用纸，纸，纸制品，毛巾，手帕，绳，带，线）（涉及许可经营的凭许可证经营）。经营方式：服务，零售。,,国有经济,旅馆业,45,190,2002-4-23
上海市衡山电影院,上海,上海市衡山路８３８号,赵祖康,,,64313740,200030,电影放映（含流动放映）、食品（不含熟食），酒，饮食：饮料（涉及许可经营的凭许可证经营）。经营方式：服务，零售，堂吃。,,国有经济,电影,52,167,2002-7-4
上海申大物业有限公司,上海,上海市襄阳南路３９３弄４号,陈安民,,,64370665,200031,物业管理；外墙清洗，水电安装、维修，室内装潢，工程设备维修，绿化设计施工和养护，百货，花卉，苗木的销售。,,有限责任公司,房地产管理业,45,200,2002-10-15
上海龙宛实业有限公司,上海,上海市闵行区漕宝路１９９９号,杨伟新,,,34150485,201101,运输．装卸，起重．堆存，汽车各级保养，小修。汽油，柴油（公司系统内加油站调拨，销售）。（涉及许可经营的凭许可证经营）,,有限责任公司,汽车运输业,110,150,2002-7-1
上海毛巾十四厂,上海,上海市凯旋路１６７１号,王嗣凤,,,64470734,200030,提花毛巾被、浴巾、枕巾、方巾、面巾。装饰巾。经营方式：产销,,国有经济,棉制品业,100,170,2002-8-16
上海中妇旅国际旅行社有限公司,上海,上海市天平路２４５号４０１室,叶礼艳,,,64330001,200032,旅游，工艺美术品（除金银）销售，代购飞机票，火车票，轮船票。（涉及许可经营的凭许可证经营）,,有限责任公司,其他市内公共交通业,41,250,2002-3-6
